Study Name	Ge_thermal
Sample Name	100_001_vac_phase
Run Name	on_phase_08
Operator	Cody
Date	8/16/2017
Time	12:25
Sign	POS
Grating Spacing	04.80um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	12:27:10
	
Time	Amplitude
0.000000E+0	-4.813390E-4
5.000000E-11	-4.590706E-4
1.000000E-10	-4.453670E-4
1.500000E-10	-4.505059E-4
2.000000E-10	-4.779131E-4
2.500000E-10	-5.070332E-4
3.000000E-10	-5.395793E-4
3.500000E-10	-5.858289E-4
4.000000E-10	-6.286527E-4
4.500000E-10	-6.560599E-4
5.000000E-10	-6.817541E-4
5.500000E-10	-6.971707E-4
6.000000E-10	-6.954577E-4
6.500000E-10	-6.954577E-4
7.000000E-10	-6.954577E-4
7.500000E-10	-6.783282E-4
8.000000E-10	-6.457822E-4
8.500000E-10	-6.149491E-4
9.000000E-10	-5.841160E-4
9.500000E-10	-5.447181E-4
1.000000E-9	-5.001814E-4
1.050000E-9	-4.573577E-4
1.100000E-9	-4.282375E-4
1.150000E-9	-4.111080E-4
1.200000E-9	-4.042562E-4
1.250000E-9	-4.230987E-4
1.300000E-9	-4.642095E-4
1.350000E-9	-5.207368E-4
1.400000E-9	-5.841160E-4
1.450000E-9	-6.526340E-4
1.500000E-9	-7.297167E-4
1.550000E-9	-8.102254E-4
1.600000E-9	-8.770304E-4
1.650000E-9	-9.198542E-4
1.700000E-9	-9.352707E-4
1.750000E-9	-9.284189E-4
1.800000E-9	-9.044376E-4
1.850000E-9	-8.667527E-4
1.900000E-9	-8.136513E-4
1.950000E-9	-7.519851E-4
2.000000E-9	-6.886059E-4
2.050000E-9	-6.235138E-4
2.100000E-9	-5.721253E-4
2.150000E-9	-5.361534E-4
2.200000E-9	-5.121721E-4
2.250000E-9	-4.950426E-4
2.300000E-9	-4.779131E-4
2.350000E-9	-4.762001E-4
2.400000E-9	-4.967555E-4
2.450000E-9	-5.241627E-4
2.500000E-9	-5.567088E-4
2.550000E-9	-6.029584E-4
2.600000E-9	-6.440692E-4
2.650000E-9	-6.663376E-4
2.700000E-9	-6.817541E-4
2.750000E-9	-6.954577E-4
2.800000E-9	-6.868930E-4
2.850000E-9	-6.543469E-4
2.900000E-9	-6.149491E-4
2.950000E-9	-5.738383E-4
3.000000E-9	-5.258757E-4
3.050000E-9	-4.779131E-4
3.100000E-9	-4.419411E-4
3.150000E-9	-4.179598E-4
3.200000E-9	-4.025433E-4
3.250000E-9	-4.042562E-4
3.300000E-9	-4.299505E-4
3.350000E-9	-4.727742E-4
3.400000E-9	-5.173109E-4
3.450000E-9	-5.567088E-4
3.500000E-9	-5.824030E-4
3.550000E-9	-6.029584E-4
3.600000E-9	-6.132361E-4
3.650000E-9	-5.943937E-4
3.700000E-9	-5.584217E-4
3.750000E-9	-5.361534E-4
3.800000E-9	-5.138850E-4
3.850000E-9	-4.710613E-4
3.900000E-9	-4.230987E-4
3.950000E-9	-3.888397E-4
4.000000E-9	-3.682843E-4
4.050000E-9	-3.580066E-4
4.100000E-9	-3.562936E-4
4.150000E-9	-3.699972E-4
4.200000E-9	-3.905526E-4
4.250000E-9	-4.042562E-4
4.300000E-9	-4.196728E-4
4.350000E-9	-4.402282E-4
4.400000E-9	-4.590706E-4
4.450000E-9	-4.744872E-4
4.500000E-9	-5.001814E-4
4.550000E-9	-5.293016E-4
4.600000E-9	-5.567088E-4
4.650000E-9	-5.892548E-4
4.700000E-9	-6.320786E-4
4.750000E-9	-6.800412E-4
4.800000E-9	-7.331426E-4
4.850000E-9	-7.862441E-4
4.900000E-9	-8.307808E-4
4.950000E-9	-8.633268E-4
5.000000E-9	-8.736045E-4
5.050000E-9	-8.633268E-4
5.100000E-9	-8.393455E-4
5.150000E-9	-8.050865E-4
5.200000E-9	-7.622628E-4
5.250000E-9	-7.211520E-4
5.300000E-9	-6.937448E-4
5.350000E-9	-6.766153E-4
5.400000E-9	-6.646246E-4
5.450000E-9	-6.577728E-4
5.500000E-9	-6.663376E-4
5.550000E-9	-6.834671E-4
5.600000E-9	-6.937448E-4
5.650000E-9	-6.971707E-4
5.700000E-9	-6.988836E-4
5.750000E-9	-6.920318E-4
5.800000E-9	-6.783282E-4
5.850000E-9	-6.543469E-4
5.900000E-9	-6.235138E-4
5.950000E-9	-6.029584E-4
6.000000E-9	-5.995325E-4
6.050000E-9	-5.978196E-4
6.100000E-9	-6.012455E-4
6.150000E-9	-6.063843E-4
6.200000E-9	-6.098102E-4
6.250000E-9	-6.149491E-4
6.300000E-9	-6.269397E-4
6.350000E-9	-6.320786E-4
6.400000E-9	-6.269397E-4
6.450000E-9	-6.132361E-4
6.500000E-9	-5.875419E-4
6.550000E-9	-5.635606E-4
6.600000E-9	-5.412922E-4
6.650000E-9	-5.036073E-4
6.700000E-9	-4.624965E-4
6.750000E-9	-4.368023E-4
6.800000E-9	-4.248116E-4
6.850000E-9	-4.196728E-4
6.900000E-9	-4.179598E-4
6.950000E-9	-4.145339E-4
7.000000E-9	-4.145339E-4
7.050000E-9	-4.059692E-4
7.100000E-9	-3.871267E-4
7.150000E-9	-3.837008E-4
7.200000E-9	-3.991174E-4
7.250000E-9	-4.145339E-4
7.300000E-9	-4.316634E-4
7.350000E-9	-4.624965E-4
7.400000E-9	-5.001814E-4
7.450000E-9	-5.412922E-4
7.500000E-9	-5.841160E-4
7.550000E-9	-6.115232E-4
7.600000E-9	-6.183750E-4
7.650000E-9	-6.200879E-4
7.700000E-9	-6.080973E-4
7.750000E-9	-5.652735E-4
7.800000E-9	-4.830519E-4
7.850000E-9	-3.682843E-4
7.900000E-9	-2.089799E-4
7.950000E-9	3.083310E-5
8.000000E-9	3.785620E-4
8.050000E-9	8.530491E-4
8.100000E-9	1.495405E-3
8.150000E-9	2.351880E-3
8.200000E-9	3.458446E-3
8.250000E-9	4.830519E-3
8.300000E-9	6.469812E-3
8.350000E-9	8.381465E-3
8.400000E-9	1.053636E-2
8.450000E-9	1.287625E-2
8.500000E-9	1.534289E-2
8.550000E-9	1.784894E-2
8.600000E-9	2.031216E-2
8.650000E-9	2.268288E-2
8.700000E-9	2.489088E-2
8.750000E-9	2.687105E-2
8.800000E-9	2.859599E-2
8.850000E-9	3.004343E-2
8.900000E-9	3.118939E-2
8.950000E-9	3.205615E-2
9.000000E-9	3.270022E-2
9.050000E-9	3.316271E-2
9.100000E-9	3.348303E-2
9.150000E-9	3.368859E-2
9.200000E-9	3.378623E-2
9.250000E-9	3.376910E-2
9.300000E-9	3.363720E-2
9.350000E-9	3.337854E-2
9.400000E-9	3.295887E-2
9.450000E-9	3.234906E-2
9.500000E-9	3.153712E-2
9.550000E-9	3.049908E-2
9.600000E-9	2.921265E-2
9.650000E-9	2.770183E-2
9.700000E-9	2.599402E-2
9.750000E-9	2.414746E-2
9.800000E-9	2.223580E-2
9.850000E-9	2.032929E-2
9.900000E-9	1.851356E-2
9.950000E-9	1.688969E-2
1.000000E-8	1.552618E-2
1.005000E-8	1.448813E-2
1.010000E-8	1.383378E-2
1.015000E-8	1.358198E-2
1.020000E-8	1.374129E-2
1.025000E-8	1.430313E-2
1.030000E-8	1.523669E-2
1.035000E-8	1.649913E-2
1.040000E-8	1.802537E-2
1.045000E-8	1.971434E-2
1.050000E-8	2.149924E-2
1.055000E-8	2.330469E-2
1.060000E-8	2.504333E-2
1.065000E-8	2.665179E-2
1.070000E-8	2.809752E-2
1.075000E-8	2.932742E-2
1.080000E-8	3.029866E-2
1.085000E-8	3.099069E-2
1.090000E-8	3.139666E-2
1.095000E-8	3.150972E-2
1.100000E-8	3.132472E-2
1.105000E-8	3.086051E-2
1.110000E-8	3.014963E-2
1.115000E-8	2.919723E-2
1.120000E-8	2.802558E-2
1.125000E-8	2.668262E-2
1.130000E-8	2.521120E-2
1.135000E-8	2.362843E-2
1.140000E-8	2.197372E-2
1.145000E-8	2.031387E-2
1.150000E-8	1.870884E-2
1.155000E-8	1.721172E-2
1.160000E-8	1.586534E-2
1.165000E-8	1.472623E-2
1.170000E-8	1.383892E-2
1.175000E-8	1.322397E-2
1.180000E-8	1.290537E-2
1.185000E-8	1.292763E-2
1.190000E-8	1.329078E-2
1.195000E-8	1.396054E-2
1.200000E-8	1.492151E-2
1.205000E-8	1.615826E-2
1.210000E-8	1.760399E-2
1.215000E-8	1.918847E-2
1.220000E-8	2.087058E-2
1.225000E-8	2.259210E-2
1.230000E-8	2.426565E-2
1.235000E-8	2.582786E-2
1.240000E-8	2.722049E-2
