Study Name	Ge_thermal
Sample Name	111_011_vac_phase
Run Name	spot09
Operator	Cody
Date	8/14/2017
Time	12:58
Sign	NEG
Grating Spacing	03.60um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	13:00:24
	
Time	Amplitude
0.000000E+0	-4.539318E-4
5.000000E-11	-4.796260E-4
1.000000E-10	-4.847649E-4
1.500000E-10	-4.710613E-4
2.000000E-10	-4.419411E-4
2.500000E-10	-4.042562E-4
3.000000E-10	-3.494418E-4
3.500000E-10	-2.894886E-4
4.000000E-10	-2.432389E-4
4.500000E-10	-1.987022E-4
5.000000E-10	-1.524526E-4
5.500000E-10	-1.250454E-4
6.000000E-10	-1.216195E-4
6.500000E-10	-1.336101E-4
7.000000E-10	-1.627303E-4
7.500000E-10	-2.072670E-4
8.000000E-10	-2.535166E-4
8.500000E-10	-2.980533E-4
9.000000E-10	-3.357382E-4
9.500000E-10	-3.631454E-4
1.000000E-9	-3.768490E-4
1.050000E-9	-3.837008E-4
1.100000E-9	-3.854138E-4
1.150000E-9	-3.854138E-4
1.200000E-9	-3.871267E-4
1.250000E-9	-4.008303E-4
1.300000E-9	-4.230987E-4
1.350000E-9	-4.436541E-4
1.400000E-9	-4.642095E-4
1.450000E-9	-4.796260E-4
1.500000E-9	-4.830519E-4
1.550000E-9	-4.744872E-4
1.600000E-9	-4.522188E-4
1.650000E-9	-4.093951E-4
1.700000E-9	-3.545807E-4
1.750000E-9	-2.912015E-4
1.800000E-9	-2.295353E-4
1.850000E-9	-1.730080E-4
1.900000E-9	-1.164806E-4
1.950000E-9	-6.337915E-5
2.000000E-9	-2.740720E-5
2.050000E-9	-6.851800E-6
2.100000E-9	0.000000E+0
2.150000E-9	-1.712950E-6
2.200000E-9	-8.564750E-6
2.250000E-9	-1.541655E-5
2.300000E-9	-1.884245E-5
2.350000E-9	-2.055540E-5
2.400000E-9	-2.740720E-5
2.450000E-9	-4.111080E-5
2.500000E-9	-5.995325E-5
2.550000E-9	-9.249930E-5
2.600000E-9	-1.336101E-4
2.650000E-9	-1.815727E-4
2.700000E-9	-2.449519E-4
2.750000E-9	-3.151828E-4
2.800000E-9	-3.699972E-4
2.850000E-9	-4.128210E-4
2.900000E-9	-4.470800E-4
2.950000E-9	-4.642095E-4
3.000000E-9	-4.573577E-4
3.050000E-9	-4.282375E-4
3.100000E-9	-3.785620E-4
3.150000E-9	-3.237476E-4
3.200000E-9	-2.603684E-4
3.250000E-9	-1.867116E-4
3.300000E-9	-1.147677E-4
3.350000E-9	-5.310145E-5
3.400000E-9	-1.027770E-5
3.450000E-9	1.884245E-5
3.500000E-9	3.768490E-5
3.550000E-9	2.912015E-5
3.600000E-9	-6.851800E-6
3.650000E-9	-5.138850E-5
3.700000E-9	-1.010641E-4
3.750000E-9	-1.747209E-4
3.800000E-9	-2.637943E-4
3.850000E-9	-3.494418E-4
3.900000E-9	-4.350893E-4
3.950000E-9	-5.173109E-4
4.000000E-9	-5.875419E-4
4.050000E-9	-6.389304E-4
4.100000E-9	-6.680505E-4
4.150000E-9	-6.714764E-4
4.200000E-9	-6.577728E-4
4.250000E-9	-6.303656E-4
4.300000E-9	-5.755512E-4
4.350000E-9	-5.001814E-4
4.400000E-9	-4.230987E-4
4.450000E-9	-3.511548E-4
4.500000E-9	-2.929145E-4
4.550000E-9	-2.637943E-4
4.600000E-9	-2.689332E-4
4.650000E-9	-2.929145E-4
4.700000E-9	-3.340253E-4
4.750000E-9	-3.922656E-4
4.800000E-9	-4.522188E-4
4.850000E-9	-5.036073E-4
4.900000E-9	-5.430052E-4
4.950000E-9	-5.635606E-4
5.000000E-9	-5.567088E-4
5.050000E-9	-5.258757E-4
5.100000E-9	-4.744872E-4
5.150000E-9	-3.991174E-4
5.200000E-9	-3.066181E-4
5.250000E-9	-2.209706E-4
5.300000E-9	-1.507396E-4
5.350000E-9	-9.249930E-5
5.400000E-9	-5.824030E-5
5.450000E-9	-7.023095E-5
5.500000E-9	-1.079159E-4
5.550000E-9	-1.627303E-4
5.600000E-9	-2.381001E-4
5.650000E-9	-3.237476E-4
5.700000E-9	-3.991174E-4
